Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 7.91000%
Time:    1.93 sec, Epoch:    2, Testing error: 4.93000%
Time:    3.85 sec, Epoch:    3, Testing error: 3.82000%
Time:    5.78 sec, Epoch:    4, Testing error: 3.23000%
Time:    7.70 sec, Epoch:    5, Testing error: 2.97000%
Time:    9.62 sec, Epoch:    6, Testing error: 2.70000%
Time:   11.55 sec, Epoch:    7, Testing error: 2.58000%
Time:   13.47 sec, Epoch:    8, Testing error: 2.54000%
Time:   15.39 sec, Epoch:    9, Testing error: 2.48000%
Time:   17.32 sec, Epoch:   10, Testing error: 2.38000%
Time:   19.24 sec, Epoch:   11, Testing error: 2.26000%
Time:   21.16 sec, Epoch:   12, Testing error: 2.13000%
Time:   23.08 sec, Epoch:   13, Testing error: 2.06000%
Time:   25.00 sec, Epoch:   14, Testing error: 2.04000%
Time:   26.93 sec, Epoch:   15, Testing error: 2.02000%
Time:   28.85 sec, Epoch:   16, Testing error: 1.99000%
Time:   30.77 sec, Epoch:   17, Testing error: 1.96000%
Time:   32.70 sec, Epoch:   18, Testing error: 1.96000%
Time:   34.62 sec, Epoch:   19, Testing error: 1.93000%
Time:   36.54 sec, Epoch:   20, Testing error: 1.96000%
Time:   38.47 sec, Epoch:   21, Testing error: 1.95000%
Time:   40.39 sec, Epoch:   22, Testing error: 1.93000%
Time:   42.31 sec, Epoch:   23, Testing error: 1.90000%
Time:   44.23 sec, Epoch:   24, Testing error: 1.86000%
Time:   46.15 sec, Epoch:   25, Testing error: 1.79000%
Time:   48.08 sec, Epoch:   26, Testing error: 1.79000%
Time:   50.00 sec, Epoch:   27, Testing error: 1.79000%
Time:   51.92 sec, Epoch:   28, Testing error: 1.78000%
Time:   53.84 sec, Epoch:   29, Testing error: 1.79000%
Time:   55.76 sec, Epoch:   30, Testing error: 1.76000%
Time:   57.68 sec, Epoch:   31, Testing error: 1.75000%
Time:   59.61 sec, Epoch:   32, Testing error: 1.75000%
Time:   61.53 sec, Epoch:   33, Testing error: 1.76000%
Time:   63.45 sec, Epoch:   34, Testing error: 1.75000%
Time:   65.37 sec, Epoch:   35, Testing error: 1.75000%
Time:   67.29 sec, Epoch:   36, Testing error: 1.74000%
Time:   69.21 sec, Epoch:   37, Testing error: 1.73000%
Time:   71.13 sec, Epoch:   38, Testing error: 1.73000%
Time:   73.06 sec, Epoch:   39, Testing error: 1.74000%
Time:   74.98 sec, Epoch:   40, Testing error: 1.73000%
Time:   76.90 sec, Epoch:   41, Testing error: 1.73000%
Time:   78.82 sec, Epoch:   42, Testing error: 1.71000%
Time:   80.74 sec, Epoch:   43, Testing error: 1.70000%
Time:   82.66 sec, Epoch:   44, Testing error: 1.71000%
Time:   84.58 sec, Epoch:   45, Testing error: 1.72000%
Time:   86.50 sec, Epoch:   46, Testing error: 1.72000%
Time:   88.43 sec, Epoch:   47, Testing error: 1.72000%
Time:   90.35 sec, Epoch:   48, Testing error: 1.71000%
Time:   92.27 sec, Epoch:   49, Testing error: 1.72000%
Time:   94.19 sec, Epoch:   50, Testing error: 1.72000%
Time:   96.11 sec, Epoch:   51, Testing error: 1.71000%
Time:   98.03 sec, Epoch:   52, Testing error: 1.71000%
Time:   99.96 sec, Epoch:   53, Testing error: 1.70000%
Time:  101.88 sec, Epoch:   54, Testing error: 1.70000%
Time:  103.80 sec, Epoch:   55, Testing error: 1.70000%
Time:  105.72 sec, Epoch:   56, Testing error: 1.70000%
Time:  107.64 sec, Epoch:   57, Testing error: 1.70000%
Time:  109.56 sec, Epoch:   58, Testing error: 1.70000%
Time:  111.49 sec, Epoch:   59, Testing error: 1.70000%
Time:  113.41 sec, Epoch:   60, Testing error: 1.70000%
Time:  115.33 sec, Epoch:   61, Testing error: 1.70000%
Time:  117.25 sec, Epoch:   62, Testing error: 1.70000%
Time:  119.17 sec, Epoch:   63, Testing error: 1.70000%
Time:  121.09 sec, Epoch:   64, Testing error: 1.70000%
Time:  123.02 sec, Epoch:   65, Testing error: 1.71000%
Time:  124.94 sec, Epoch:   66, Testing error: 1.71000%
Time:  126.86 sec, Epoch:   67, Testing error: 1.72000%
Time:  128.78 sec, Epoch:   68, Testing error: 1.72000%
Time:  130.70 sec, Epoch:   69, Testing error: 1.72000%
Time:  132.63 sec, Epoch:   70, Testing error: 1.72000%
Time:  134.55 sec, Epoch:   71, Testing error: 1.73000%
Time:  136.47 sec, Epoch:   72, Testing error: 1.73000%
Time:  138.39 sec, Epoch:   73, Testing error: 1.73000%
Time:  140.31 sec, Epoch:   74, Testing error: 1.73000%
Time:  142.23 sec, Epoch:   75, Testing error: 1.73000%
Time:  144.15 sec, Epoch:   76, Testing error: 1.73000%
Time:  146.07 sec, Epoch:   77, Testing error: 1.73000%
Time:  147.99 sec, Epoch:   78, Testing error: 1.73000%
Time:  149.92 sec, Epoch:   79, Testing error: 1.73000%
Time:  151.85 sec, Epoch:   80, Testing error: 1.73000%
Time:  153.77 sec, Epoch:   81, Testing error: 1.73000%
Time:  155.69 sec, Epoch:   82, Testing error: 1.73000%
Time:  157.61 sec, Epoch:   83, Testing error: 1.73000%
Time:  159.53 sec, Epoch:   84, Testing error: 1.72000%
Time:  161.45 sec, Epoch:   85, Testing error: 1.72000%
Time:  163.37 sec, Epoch:   86, Testing error: 1.72000%
Time:  165.29 sec, Epoch:   87, Testing error: 1.72000%
Time:  167.22 sec, Epoch:   88, Testing error: 1.71000%
Time:  169.14 sec, Epoch:   89, Testing error: 1.72000%
Time:  171.06 sec, Epoch:   90, Testing error: 1.71000%
Time:  172.98 sec, Epoch:   91, Testing error: 1.71000%
Time:  174.90 sec, Epoch:   92, Testing error: 1.71000%
Time:  176.82 sec, Epoch:   93, Testing error: 1.71000%
Time:  178.74 sec, Epoch:   94, Testing error: 1.70000%
Time:  180.66 sec, Epoch:   95, Testing error: 1.70000%
Time:  182.58 sec, Epoch:   96, Testing error: 1.70000%
Time:  184.50 sec, Epoch:   97, Testing error: 1.70000%
Time:  186.43 sec, Epoch:   98, Testing error: 1.70000%
Time:  188.35 sec, Epoch:   99, Testing error: 1.70000%
Time:  190.27 sec, Epoch:  100, Testing error: 1.70000%
Time:  192.19 sec, Epoch:  101, Testing error: 1.70000%
Time:  194.11 sec, Epoch:  102, Testing error: 1.70000%
Time:  196.03 sec, Epoch:  103, Testing error: 1.70000%
Time:  197.95 sec, Epoch:  104, Testing error: 1.69000%
Time:  199.88 sec, Epoch:  105, Testing error: 1.69000%
Time:  201.80 sec, Epoch:  106, Testing error: 1.68000%
Time:  203.72 sec, Epoch:  107, Testing error: 1.68000%
Time:  205.64 sec, Epoch:  108, Testing error: 1.68000%
Time:  207.56 sec, Epoch:  109, Testing error: 1.68000%
Time:  209.48 sec, Epoch:  110, Testing error: 1.68000%
Time:  211.40 sec, Epoch:  111, Testing error: 1.68000%
Time:  213.32 sec, Epoch:  112, Testing error: 1.68000%
Time:  215.24 sec, Epoch:  113, Testing error: 1.68000%
Time:  217.17 sec, Epoch:  114, Testing error: 1.68000%
Time:  219.09 sec, Epoch:  115, Testing error: 1.68000%
Time:  221.01 sec, Epoch:  116, Testing error: 1.68000%
Time:  222.93 sec, Epoch:  117, Testing error: 1.68000%
Time:  224.85 sec, Epoch:  118, Testing error: 1.68000%
Time:  226.77 sec, Epoch:  119, Testing error: 1.68000%
Time:  228.69 sec, Epoch:  120, Testing error: 1.68000%
Time:  230.62 sec, Epoch:  121, Testing error: 1.68000%
