Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 4.41000%
Time:    1.91 sec, Epoch:    2, Testing error: 3.41000%
Time:    3.85 sec, Epoch:    3, Testing error: 2.81000%
Time:    5.76 sec, Epoch:    4, Testing error: 2.52000%
Time:    7.67 sec, Epoch:    5, Testing error: 2.32000%
Time:    9.58 sec, Epoch:    6, Testing error: 2.20000%
Time:   11.49 sec, Epoch:    7, Testing error: 2.12000%
Time:   13.39 sec, Epoch:    8, Testing error: 2.12000%
Time:   15.30 sec, Epoch:    9, Testing error: 2.14000%
Time:   17.21 sec, Epoch:   10, Testing error: 2.09000%
Time:   19.12 sec, Epoch:   11, Testing error: 1.99000%
Time:   21.03 sec, Epoch:   12, Testing error: 1.98000%
Time:   22.94 sec, Epoch:   13, Testing error: 1.95000%
Time:   24.84 sec, Epoch:   14, Testing error: 1.92000%
Time:   26.75 sec, Epoch:   15, Testing error: 1.91000%
Time:   28.66 sec, Epoch:   16, Testing error: 1.84000%
Time:   30.57 sec, Epoch:   17, Testing error: 1.85000%
Time:   32.48 sec, Epoch:   18, Testing error: 1.81000%
Time:   34.39 sec, Epoch:   19, Testing error: 1.78000%
Time:   36.29 sec, Epoch:   20, Testing error: 1.77000%
Time:   38.20 sec, Epoch:   21, Testing error: 1.76000%
Time:   40.11 sec, Epoch:   22, Testing error: 1.76000%
Time:   42.02 sec, Epoch:   23, Testing error: 1.76000%
Time:   43.93 sec, Epoch:   24, Testing error: 1.75000%
Time:   45.83 sec, Epoch:   25, Testing error: 1.73000%
Time:   47.74 sec, Epoch:   26, Testing error: 1.75000%
Time:   49.65 sec, Epoch:   27, Testing error: 1.73000%
Time:   51.56 sec, Epoch:   28, Testing error: 1.74000%
Time:   53.47 sec, Epoch:   29, Testing error: 1.74000%
Time:   55.38 sec, Epoch:   30, Testing error: 1.70000%
Time:   57.29 sec, Epoch:   31, Testing error: 1.70000%
Time:   59.20 sec, Epoch:   32, Testing error: 1.71000%
Time:   61.11 sec, Epoch:   33, Testing error: 1.70000%
Time:   63.02 sec, Epoch:   34, Testing error: 1.68000%
Time:   64.92 sec, Epoch:   35, Testing error: 1.69000%
Time:   66.83 sec, Epoch:   36, Testing error: 1.68000%
Time:   68.74 sec, Epoch:   37, Testing error: 1.69000%
Time:   70.65 sec, Epoch:   38, Testing error: 1.69000%
Time:   72.56 sec, Epoch:   39, Testing error: 1.68000%
Time:   74.47 sec, Epoch:   40, Testing error: 1.67000%
Time:   76.38 sec, Epoch:   41, Testing error: 1.68000%
Time:   78.29 sec, Epoch:   42, Testing error: 1.68000%
Time:   80.20 sec, Epoch:   43, Testing error: 1.68000%
Time:   82.11 sec, Epoch:   44, Testing error: 1.68000%
Time:   84.02 sec, Epoch:   45, Testing error: 1.66000%
Time:   85.93 sec, Epoch:   46, Testing error: 1.67000%
Time:   87.83 sec, Epoch:   47, Testing error: 1.65000%
Time:   89.74 sec, Epoch:   48, Testing error: 1.65000%
Time:   91.65 sec, Epoch:   49, Testing error: 1.64000%
Time:   93.56 sec, Epoch:   50, Testing error: 1.64000%
Time:   95.46 sec, Epoch:   51, Testing error: 1.65000%
Time:   97.37 sec, Epoch:   52, Testing error: 1.65000%
Time:   99.28 sec, Epoch:   53, Testing error: 1.65000%
Time:  101.19 sec, Epoch:   54, Testing error: 1.65000%
Time:  103.10 sec, Epoch:   55, Testing error: 1.65000%
Time:  105.01 sec, Epoch:   56, Testing error: 1.65000%
Time:  106.92 sec, Epoch:   57, Testing error: 1.65000%
Time:  108.83 sec, Epoch:   58, Testing error: 1.66000%
Time:  110.75 sec, Epoch:   59, Testing error: 1.66000%
Time:  112.66 sec, Epoch:   60, Testing error: 1.66000%
Time:  114.57 sec, Epoch:   61, Testing error: 1.66000%
Time:  116.48 sec, Epoch:   62, Testing error: 1.65000%
Time:  118.39 sec, Epoch:   63, Testing error: 1.65000%
Time:  120.30 sec, Epoch:   64, Testing error: 1.65000%
Time:  122.20 sec, Epoch:   65, Testing error: 1.65000%
Time:  124.11 sec, Epoch:   66, Testing error: 1.65000%
Time:  126.02 sec, Epoch:   67, Testing error: 1.65000%
Time:  127.93 sec, Epoch:   68, Testing error: 1.65000%
Time:  129.84 sec, Epoch:   69, Testing error: 1.65000%
Time:  131.74 sec, Epoch:   70, Testing error: 1.65000%
Time:  133.65 sec, Epoch:   71, Testing error: 1.65000%
Time:  135.56 sec, Epoch:   72, Testing error: 1.64000%
Time:  137.47 sec, Epoch:   73, Testing error: 1.64000%
Time:  139.38 sec, Epoch:   74, Testing error: 1.65000%
Time:  141.29 sec, Epoch:   75, Testing error: 1.65000%
Time:  143.20 sec, Epoch:   76, Testing error: 1.65000%
Time:  145.11 sec, Epoch:   77, Testing error: 1.65000%
Time:  147.02 sec, Epoch:   78, Testing error: 1.65000%
Time:  148.93 sec, Epoch:   79, Testing error: 1.65000%
Time:  150.84 sec, Epoch:   80, Testing error: 1.66000%
Time:  152.75 sec, Epoch:   81, Testing error: 1.66000%
Time:  154.66 sec, Epoch:   82, Testing error: 1.66000%
Time:  156.57 sec, Epoch:   83, Testing error: 1.66000%
Time:  158.48 sec, Epoch:   84, Testing error: 1.66000%
Time:  160.39 sec, Epoch:   85, Testing error: 1.65000%
Time:  162.29 sec, Epoch:   86, Testing error: 1.66000%
