Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 4.72000%
Time:    1.92 sec, Epoch:    2, Testing error: 3.43000%
Time:    3.85 sec, Epoch:    3, Testing error: 2.97000%
Time:    5.77 sec, Epoch:    4, Testing error: 2.63000%
Time:    7.69 sec, Epoch:    5, Testing error: 2.49000%
Time:    9.62 sec, Epoch:    6, Testing error: 2.39000%
Time:   11.54 sec, Epoch:    7, Testing error: 2.25000%
Time:   13.46 sec, Epoch:    8, Testing error: 2.15000%
Time:   15.38 sec, Epoch:    9, Testing error: 2.13000%
Time:   17.30 sec, Epoch:   10, Testing error: 2.09000%
Time:   19.22 sec, Epoch:   11, Testing error: 2.07000%
Time:   21.14 sec, Epoch:   12, Testing error: 2.03000%
Time:   23.06 sec, Epoch:   13, Testing error: 2.01000%
Time:   24.98 sec, Epoch:   14, Testing error: 2.01000%
Time:   26.90 sec, Epoch:   15, Testing error: 2.03000%
Time:   28.82 sec, Epoch:   16, Testing error: 2.02000%
Time:   30.74 sec, Epoch:   17, Testing error: 1.98000%
Time:   32.66 sec, Epoch:   18, Testing error: 1.93000%
Time:   34.58 sec, Epoch:   19, Testing error: 1.85000%
Time:   36.50 sec, Epoch:   20, Testing error: 1.84000%
Time:   38.42 sec, Epoch:   21, Testing error: 1.81000%
Time:   40.36 sec, Epoch:   22, Testing error: 1.76000%
Time:   42.28 sec, Epoch:   23, Testing error: 1.72000%
Time:   44.20 sec, Epoch:   24, Testing error: 1.71000%
Time:   46.12 sec, Epoch:   25, Testing error: 1.70000%
Time:   48.04 sec, Epoch:   26, Testing error: 1.69000%
Time:   49.95 sec, Epoch:   27, Testing error: 1.70000%
Time:   51.87 sec, Epoch:   28, Testing error: 1.71000%
Time:   53.79 sec, Epoch:   29, Testing error: 1.70000%
Time:   55.71 sec, Epoch:   30, Testing error: 1.72000%
Time:   57.63 sec, Epoch:   31, Testing error: 1.72000%
Time:   59.55 sec, Epoch:   32, Testing error: 1.72000%
Time:   61.47 sec, Epoch:   33, Testing error: 1.71000%
Time:   63.39 sec, Epoch:   34, Testing error: 1.70000%
Time:   65.31 sec, Epoch:   35, Testing error: 1.72000%
Time:   67.23 sec, Epoch:   36, Testing error: 1.71000%
Time:   69.15 sec, Epoch:   37, Testing error: 1.71000%
Time:   71.07 sec, Epoch:   38, Testing error: 1.70000%
Time:   72.99 sec, Epoch:   39, Testing error: 1.70000%
Time:   74.91 sec, Epoch:   40, Testing error: 1.70000%
Time:   76.83 sec, Epoch:   41, Testing error: 1.70000%
Time:   78.76 sec, Epoch:   42, Testing error: 1.70000%
Time:   80.68 sec, Epoch:   43, Testing error: 1.70000%
Time:   82.61 sec, Epoch:   44, Testing error: 1.70000%
Time:   84.53 sec, Epoch:   45, Testing error: 1.70000%
Time:   86.45 sec, Epoch:   46, Testing error: 1.70000%
Time:   88.38 sec, Epoch:   47, Testing error: 1.70000%
Time:   90.30 sec, Epoch:   48, Testing error: 1.70000%
Time:   92.22 sec, Epoch:   49, Testing error: 1.70000%
Time:   94.15 sec, Epoch:   50, Testing error: 1.69000%
Time:   96.07 sec, Epoch:   51, Testing error: 1.69000%
Time:   97.99 sec, Epoch:   52, Testing error: 1.69000%
Time:   99.92 sec, Epoch:   53, Testing error: 1.70000%
Time:  101.84 sec, Epoch:   54, Testing error: 1.69000%
Time:  103.76 sec, Epoch:   55, Testing error: 1.68000%
Time:  105.69 sec, Epoch:   56, Testing error: 1.68000%
Time:  107.61 sec, Epoch:   57, Testing error: 1.67000%
Time:  109.53 sec, Epoch:   58, Testing error: 1.67000%
Time:  111.46 sec, Epoch:   59, Testing error: 1.67000%
Time:  113.38 sec, Epoch:   60, Testing error: 1.67000%
Time:  115.30 sec, Epoch:   61, Testing error: 1.67000%
Time:  117.23 sec, Epoch:   62, Testing error: 1.67000%
Time:  119.15 sec, Epoch:   63, Testing error: 1.67000%
Time:  121.07 sec, Epoch:   64, Testing error: 1.67000%
Time:  122.99 sec, Epoch:   65, Testing error: 1.68000%
Time:  124.92 sec, Epoch:   66, Testing error: 1.68000%
Time:  126.84 sec, Epoch:   67, Testing error: 1.69000%
Time:  128.76 sec, Epoch:   68, Testing error: 1.69000%
Time:  130.69 sec, Epoch:   69, Testing error: 1.70000%
Time:  132.61 sec, Epoch:   70, Testing error: 1.70000%
Time:  134.53 sec, Epoch:   71, Testing error: 1.70000%
Time:  136.45 sec, Epoch:   72, Testing error: 1.70000%
Time:  138.37 sec, Epoch:   73, Testing error: 1.70000%
Time:  140.29 sec, Epoch:   74, Testing error: 1.69000%
Time:  142.21 sec, Epoch:   75, Testing error: 1.69000%
Time:  144.14 sec, Epoch:   76, Testing error: 1.69000%
Time:  146.05 sec, Epoch:   77, Testing error: 1.70000%
Time:  147.97 sec, Epoch:   78, Testing error: 1.70000%
Time:  149.89 sec, Epoch:   79, Testing error: 1.70000%
Time:  151.81 sec, Epoch:   80, Testing error: 1.70000%
Time:  153.73 sec, Epoch:   81, Testing error: 1.69000%
Time:  155.65 sec, Epoch:   82, Testing error: 1.69000%
Time:  157.57 sec, Epoch:   83, Testing error: 1.69000%
Time:  159.49 sec, Epoch:   84, Testing error: 1.69000%
Time:  161.41 sec, Epoch:   85, Testing error: 1.69000%
Time:  163.33 sec, Epoch:   86, Testing error: 1.69000%
Time:  165.25 sec, Epoch:   87, Testing error: 1.69000%
Time:  167.18 sec, Epoch:   88, Testing error: 1.70000%
Time:  169.09 sec, Epoch:   89, Testing error: 1.70000%
Time:  171.01 sec, Epoch:   90, Testing error: 1.70000%
Time:  172.93 sec, Epoch:   91, Testing error: 1.70000%
Time:  174.85 sec, Epoch:   92, Testing error: 1.70000%
Time:  176.77 sec, Epoch:   93, Testing error: 1.69000%
Time:  178.69 sec, Epoch:   94, Testing error: 1.69000%
Time:  180.62 sec, Epoch:   95, Testing error: 1.68000%
Time:  182.56 sec, Epoch:   96, Testing error: 1.69000%
Time:  184.48 sec, Epoch:   97, Testing error: 1.68000%
Time:  186.40 sec, Epoch:   98, Testing error: 1.68000%
Time:  188.32 sec, Epoch:   99, Testing error: 1.67000%
Time:  190.26 sec, Epoch:  100, Testing error: 1.68000%
Time:  192.19 sec, Epoch:  101, Testing error: 1.68000%
Time:  194.11 sec, Epoch:  102, Testing error: 1.68000%
Time:  196.03 sec, Epoch:  103, Testing error: 1.68000%
Time:  197.95 sec, Epoch:  104, Testing error: 1.68000%
Time:  199.87 sec, Epoch:  105, Testing error: 1.68000%
Time:  201.79 sec, Epoch:  106, Testing error: 1.68000%
Time:  203.71 sec, Epoch:  107, Testing error: 1.68000%
Time:  205.64 sec, Epoch:  108, Testing error: 1.67000%
Time:  207.56 sec, Epoch:  109, Testing error: 1.67000%
Time:  209.48 sec, Epoch:  110, Testing error: 1.67000%
Time:  211.40 sec, Epoch:  111, Testing error: 1.68000%
Time:  213.32 sec, Epoch:  112, Testing error: 1.68000%
Time:  215.24 sec, Epoch:  113, Testing error: 1.69000%
Time:  217.16 sec, Epoch:  114, Testing error: 1.69000%
Time:  219.08 sec, Epoch:  115, Testing error: 1.69000%
Time:  221.00 sec, Epoch:  116, Testing error: 1.69000%
Time:  222.92 sec, Epoch:  117, Testing error: 1.68000%
Time:  224.84 sec, Epoch:  118, Testing error: 1.68000%
Time:  226.76 sec, Epoch:  119, Testing error: 1.68000%
Time:  228.68 sec, Epoch:  120, Testing error: 1.68000%
Time:  230.60 sec, Epoch:  121, Testing error: 1.68000%
Time:  232.53 sec, Epoch:  122, Testing error: 1.68000%
Time:  234.45 sec, Epoch:  123, Testing error: 1.68000%
Time:  236.37 sec, Epoch:  124, Testing error: 1.68000%
Time:  238.29 sec, Epoch:  125, Testing error: 1.68000%
Time:  240.21 sec, Epoch:  126, Testing error: 1.69000%
Time:  242.13 sec, Epoch:  127, Testing error: 1.67000%
Time:  244.05 sec, Epoch:  128, Testing error: 1.69000%
Time:  245.97 sec, Epoch:  129, Testing error: 1.68000%
Time:  247.89 sec, Epoch:  130, Testing error: 1.68000%
Time:  249.81 sec, Epoch:  131, Testing error: 1.68000%
Time:  251.73 sec, Epoch:  132, Testing error: 1.68000%
Time:  253.65 sec, Epoch:  133, Testing error: 1.68000%
Time:  255.57 sec, Epoch:  134, Testing error: 1.68000%
Time:  257.49 sec, Epoch:  135, Testing error: 1.68000%
Time:  259.41 sec, Epoch:  136, Testing error: 1.68000%
Time:  261.33 sec, Epoch:  137, Testing error: 1.68000%
Time:  263.25 sec, Epoch:  138, Testing error: 1.68000%
Time:  265.17 sec, Epoch:  139, Testing error: 1.68000%
Time:  267.09 sec, Epoch:  140, Testing error: 1.68000%
Time:  269.01 sec, Epoch:  141, Testing error: 1.68000%
Time:  270.93 sec, Epoch:  142, Testing error: 1.68000%
Time:  272.85 sec, Epoch:  143, Testing error: 1.68000%
Time:  274.78 sec, Epoch:  144, Testing error: 1.69000%
Time:  276.70 sec, Epoch:  145, Testing error: 1.69000%
Time:  278.62 sec, Epoch:  146, Testing error: 1.69000%
Time:  280.54 sec, Epoch:  147, Testing error: 1.69000%
Time:  282.46 sec, Epoch:  148, Testing error: 1.69000%
Time:  284.38 sec, Epoch:  149, Testing error: 1.69000%
Time:  286.30 sec, Epoch:  150, Testing error: 1.69000%
Time:  288.22 sec, Epoch:  151, Testing error: 1.69000%
Time:  290.14 sec, Epoch:  152, Testing error: 1.69000%
