Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 5.07000%
Time:    1.94 sec, Epoch:    2, Testing error: 3.91000%
Time:    3.87 sec, Epoch:    3, Testing error: 3.48000%
Time:    5.80 sec, Epoch:    4, Testing error: 3.20000%
Time:    7.73 sec, Epoch:    5, Testing error: 3.07000%
Time:    9.65 sec, Epoch:    6, Testing error: 3.00000%
Time:   11.58 sec, Epoch:    7, Testing error: 2.95000%
Time:   13.51 sec, Epoch:    8, Testing error: 2.88000%
Time:   15.44 sec, Epoch:    9, Testing error: 2.89000%
Time:   17.36 sec, Epoch:   10, Testing error: 2.82000%
Time:   19.29 sec, Epoch:   11, Testing error: 2.83000%
Time:   21.22 sec, Epoch:   12, Testing error: 2.81000%
Time:   23.15 sec, Epoch:   13, Testing error: 2.80000%
Time:   25.07 sec, Epoch:   14, Testing error: 2.78000%
Time:   27.00 sec, Epoch:   15, Testing error: 2.76000%
Time:   28.93 sec, Epoch:   16, Testing error: 2.73000%
Time:   30.86 sec, Epoch:   17, Testing error: 2.73000%
Time:   32.80 sec, Epoch:   18, Testing error: 2.73000%
Time:   34.72 sec, Epoch:   19, Testing error: 2.74000%
Time:   36.65 sec, Epoch:   20, Testing error: 2.71000%
Time:   38.58 sec, Epoch:   21, Testing error: 2.68000%
Time:   40.50 sec, Epoch:   22, Testing error: 2.73000%
Time:   42.43 sec, Epoch:   23, Testing error: 2.70000%
Time:   44.36 sec, Epoch:   24, Testing error: 2.70000%
Time:   46.29 sec, Epoch:   25, Testing error: 2.69000%
Time:   48.21 sec, Epoch:   26, Testing error: 2.70000%
Time:   50.14 sec, Epoch:   27, Testing error: 2.70000%
Time:   52.07 sec, Epoch:   28, Testing error: 2.69000%
Time:   54.00 sec, Epoch:   29, Testing error: 2.67000%
Time:   55.92 sec, Epoch:   30, Testing error: 2.68000%
Time:   57.85 sec, Epoch:   31, Testing error: 2.65000%
Time:   59.78 sec, Epoch:   32, Testing error: 2.65000%
Time:   61.71 sec, Epoch:   33, Testing error: 2.63000%
Time:   63.63 sec, Epoch:   34, Testing error: 2.65000%
Time:   65.56 sec, Epoch:   35, Testing error: 2.63000%
Time:   67.50 sec, Epoch:   36, Testing error: 2.64000%
Time:   69.43 sec, Epoch:   37, Testing error: 2.65000%
Time:   71.36 sec, Epoch:   38, Testing error: 2.66000%
Time:   73.29 sec, Epoch:   39, Testing error: 2.64000%
Time:   75.22 sec, Epoch:   40, Testing error: 2.62000%
Time:   77.15 sec, Epoch:   41, Testing error: 2.62000%
Time:   79.07 sec, Epoch:   42, Testing error: 2.64000%
Time:   81.00 sec, Epoch:   43, Testing error: 2.64000%
Time:   82.93 sec, Epoch:   44, Testing error: 2.60000%
Time:   84.86 sec, Epoch:   45, Testing error: 2.61000%
Time:   86.79 sec, Epoch:   46, Testing error: 2.60000%
Time:   88.71 sec, Epoch:   47, Testing error: 2.59000%
Time:   90.64 sec, Epoch:   48, Testing error: 2.62000%
Time:   92.57 sec, Epoch:   49, Testing error: 2.61000%
Time:   94.50 sec, Epoch:   50, Testing error: 2.62000%
Time:   96.43 sec, Epoch:   51, Testing error: 2.57000%
Time:   98.35 sec, Epoch:   52, Testing error: 2.61000%
Time:  100.28 sec, Epoch:   53, Testing error: 2.60000%
Time:  102.21 sec, Epoch:   54, Testing error: 2.59000%
Time:  104.14 sec, Epoch:   55, Testing error: 2.61000%
Time:  106.07 sec, Epoch:   56, Testing error: 2.63000%
Time:  108.00 sec, Epoch:   57, Testing error: 2.60000%
Time:  109.92 sec, Epoch:   58, Testing error: 2.62000%
Time:  111.85 sec, Epoch:   59, Testing error: 2.57000%
Time:  113.78 sec, Epoch:   60, Testing error: 2.59000%
Time:  115.70 sec, Epoch:   61, Testing error: 2.61000%
Time:  117.63 sec, Epoch:   62, Testing error: 2.58000%
Time:  119.56 sec, Epoch:   63, Testing error: 2.61000%
Time:  121.50 sec, Epoch:   64, Testing error: 2.61000%
Time:  123.43 sec, Epoch:   65, Testing error: 2.60000%
Time:  125.35 sec, Epoch:   66, Testing error: 2.60000%
Time:  127.28 sec, Epoch:   67, Testing error: 2.59000%
Time:  129.21 sec, Epoch:   68, Testing error: 2.61000%
Time:  131.14 sec, Epoch:   69, Testing error: 2.62000%
Time:  133.07 sec, Epoch:   70, Testing error: 2.61000%
Time:  135.00 sec, Epoch:   71, Testing error: 2.59000%
Time:  136.93 sec, Epoch:   72, Testing error: 2.60000%
Time:  138.86 sec, Epoch:   73, Testing error: 2.58000%
Time:  140.78 sec, Epoch:   74, Testing error: 2.60000%
Time:  142.71 sec, Epoch:   75, Testing error: 2.59000%
Time:  144.64 sec, Epoch:   76, Testing error: 2.61000%
Time:  146.57 sec, Epoch:   77, Testing error: 2.56000%
Time:  148.51 sec, Epoch:   78, Testing error: 2.58000%
Time:  150.44 sec, Epoch:   79, Testing error: 2.59000%
Time:  152.37 sec, Epoch:   80, Testing error: 2.60000%
Time:  154.29 sec, Epoch:   81, Testing error: 2.58000%
Time:  156.22 sec, Epoch:   82, Testing error: 2.59000%
Time:  158.15 sec, Epoch:   83, Testing error: 2.60000%
Time:  160.08 sec, Epoch:   84, Testing error: 2.60000%
Time:  162.00 sec, Epoch:   85, Testing error: 2.56000%
Time:  163.93 sec, Epoch:   86, Testing error: 2.58000%
Time:  165.86 sec, Epoch:   87, Testing error: 2.56000%
Time:  167.79 sec, Epoch:   88, Testing error: 2.57000%
Time:  169.71 sec, Epoch:   89, Testing error: 2.58000%
Time:  171.64 sec, Epoch:   90, Testing error: 2.58000%
Time:  173.57 sec, Epoch:   91, Testing error: 2.56000%
Time:  175.50 sec, Epoch:   92, Testing error: 2.59000%
Time:  177.42 sec, Epoch:   93, Testing error: 2.60000%
Time:  179.35 sec, Epoch:   94, Testing error: 2.57000%
Time:  181.28 sec, Epoch:   95, Testing error: 2.52000%
Time:  183.21 sec, Epoch:   96, Testing error: 2.59000%
Time:  185.14 sec, Epoch:   97, Testing error: 2.57000%
Time:  187.06 sec, Epoch:   98, Testing error: 2.58000%
Time:  188.99 sec, Epoch:   99, Testing error: 2.56000%
Time:  190.92 sec, Epoch:  100, Testing error: 2.54000%
Time:  192.85 sec, Epoch:  101, Testing error: 2.58000%
Time:  194.78 sec, Epoch:  102, Testing error: 2.60000%
Time:  196.71 sec, Epoch:  103, Testing error: 2.58000%
Time:  198.63 sec, Epoch:  104, Testing error: 2.58000%
Time:  200.56 sec, Epoch:  105, Testing error: 2.56000%
Time:  202.49 sec, Epoch:  106, Testing error: 2.57000%
Time:  204.42 sec, Epoch:  107, Testing error: 2.59000%
Time:  206.35 sec, Epoch:  108, Testing error: 2.58000%
Time:  208.28 sec, Epoch:  109, Testing error: 2.56000%
Time:  210.21 sec, Epoch:  110, Testing error: 2.56000%
Time:  212.14 sec, Epoch:  111, Testing error: 2.60000%
Time:  214.07 sec, Epoch:  112, Testing error: 2.58000%
Time:  216.00 sec, Epoch:  113, Testing error: 2.56000%
Time:  217.92 sec, Epoch:  114, Testing error: 2.58000%
Time:  219.85 sec, Epoch:  115, Testing error: 2.52000%
Time:  221.78 sec, Epoch:  116, Testing error: 2.55000%
Time:  223.71 sec, Epoch:  117, Testing error: 2.54000%
Time:  225.64 sec, Epoch:  118, Testing error: 2.56000%
Time:  227.57 sec, Epoch:  119, Testing error: 2.52000%
Time:  229.50 sec, Epoch:  120, Testing error: 2.57000%
Time:  231.42 sec, Epoch:  121, Testing error: 2.56000%
Time:  233.35 sec, Epoch:  122, Testing error: 2.57000%
Time:  235.28 sec, Epoch:  123, Testing error: 2.53000%
Time:  237.21 sec, Epoch:  124, Testing error: 2.52000%
Time:  239.14 sec, Epoch:  125, Testing error: 2.57000%
Time:  241.06 sec, Epoch:  126, Testing error: 2.52000%
Time:  243.00 sec, Epoch:  127, Testing error: 2.57000%
Time:  244.93 sec, Epoch:  128, Testing error: 2.59000%
Time:  246.86 sec, Epoch:  129, Testing error: 2.56000%
Time:  248.78 sec, Epoch:  130, Testing error: 2.55000%
Time:  250.71 sec, Epoch:  131, Testing error: 2.57000%
Time:  252.64 sec, Epoch:  132, Testing error: 2.56000%
Time:  254.57 sec, Epoch:  133, Testing error: 2.54000%
Time:  256.50 sec, Epoch:  134, Testing error: 2.57000%
Time:  258.42 sec, Epoch:  135, Testing error: 2.55000%
Time:  260.35 sec, Epoch:  136, Testing error: 2.58000%
Time:  262.28 sec, Epoch:  137, Testing error: 2.52000%
Time:  264.21 sec, Epoch:  138, Testing error: 2.54000%
Time:  266.13 sec, Epoch:  139, Testing error: 2.55000%
Time:  268.06 sec, Epoch:  140, Testing error: 2.57000%
Time:  269.99 sec, Epoch:  141, Testing error: 2.56000%
Time:  271.92 sec, Epoch:  142, Testing error: 2.51000%
Time:  273.85 sec, Epoch:  143, Testing error: 2.51000%
Time:  275.78 sec, Epoch:  144, Testing error: 2.54000%
Time:  277.70 sec, Epoch:  145, Testing error: 2.53000%
Time:  279.63 sec, Epoch:  146, Testing error: 2.54000%
Time:  281.56 sec, Epoch:  147, Testing error: 2.54000%
Time:  283.49 sec, Epoch:  148, Testing error: 2.55000%
Time:  285.42 sec, Epoch:  149, Testing error: 2.54000%
Time:  287.34 sec, Epoch:  150, Testing error: 2.50000%
Time:  289.27 sec, Epoch:  151, Testing error: 2.55000%
Time:  291.20 sec, Epoch:  152, Testing error: 2.53000%
Time:  293.13 sec, Epoch:  153, Testing error: 2.55000%
Time:  295.05 sec, Epoch:  154, Testing error: 2.54000%
Time:  296.98 sec, Epoch:  155, Testing error: 2.55000%
Time:  298.91 sec, Epoch:  156, Testing error: 2.51000%
Time:  300.84 sec, Epoch:  157, Testing error: 2.56000%
Time:  302.76 sec, Epoch:  158, Testing error: 2.57000%
Time:  304.69 sec, Epoch:  159, Testing error: 2.52000%
Time:  306.62 sec, Epoch:  160, Testing error: 2.52000%
Time:  308.55 sec, Epoch:  161, Testing error: 2.53000%
Time:  310.48 sec, Epoch:  162, Testing error: 2.59000%
Time:  312.41 sec, Epoch:  163, Testing error: 2.52000%
Time:  314.34 sec, Epoch:  164, Testing error: 2.54000%
Time:  316.27 sec, Epoch:  165, Testing error: 2.54000%
Time:  318.20 sec, Epoch:  166, Testing error: 2.54000%
Time:  320.13 sec, Epoch:  167, Testing error: 2.54000%
Time:  322.05 sec, Epoch:  168, Testing error: 2.52000%
Time:  323.98 sec, Epoch:  169, Testing error: 2.51000%
Time:  325.91 sec, Epoch:  170, Testing error: 2.54000%
Time:  327.84 sec, Epoch:  171, Testing error: 2.50000%
Time:  329.77 sec, Epoch:  172, Testing error: 2.54000%
Time:  331.69 sec, Epoch:  173, Testing error: 2.57000%
Time:  333.62 sec, Epoch:  174, Testing error: 2.51000%
Time:  335.55 sec, Epoch:  175, Testing error: 2.53000%
Time:  337.48 sec, Epoch:  176, Testing error: 2.56000%
Time:  339.41 sec, Epoch:  177, Testing error: 2.56000%
Time:  341.34 sec, Epoch:  178, Testing error: 2.51000%
Time:  343.27 sec, Epoch:  179, Testing error: 2.53000%
Time:  345.20 sec, Epoch:  180, Testing error: 2.53000%
Time:  347.12 sec, Epoch:  181, Testing error: 2.49000%
Time:  349.05 sec, Epoch:  182, Testing error: 2.54000%
Time:  350.98 sec, Epoch:  183, Testing error: 2.51000%
Time:  352.91 sec, Epoch:  184, Testing error: 2.53000%
Time:  354.84 sec, Epoch:  185, Testing error: 2.55000%
Time:  356.77 sec, Epoch:  186, Testing error: 2.52000%
Time:  358.70 sec, Epoch:  187, Testing error: 2.51000%
Time:  360.62 sec, Epoch:  188, Testing error: 2.53000%
Time:  362.55 sec, Epoch:  189, Testing error: 2.53000%
Time:  364.48 sec, Epoch:  190, Testing error: 2.50000%
Time:  366.41 sec, Epoch:  191, Testing error: 2.50000%
Time:  368.34 sec, Epoch:  192, Testing error: 2.49000%
