Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 4.86000%
Time:    1.93 sec, Epoch:    2, Testing error: 3.70000%
Time:    3.86 sec, Epoch:    3, Testing error: 3.38000%
Time:    5.78 sec, Epoch:    4, Testing error: 3.13000%
Time:    7.71 sec, Epoch:    5, Testing error: 3.02000%
Time:    9.63 sec, Epoch:    6, Testing error: 3.01000%
Time:   11.57 sec, Epoch:    7, Testing error: 2.93000%
Time:   13.49 sec, Epoch:    8, Testing error: 2.89000%
Time:   15.42 sec, Epoch:    9, Testing error: 2.80000%
Time:   17.34 sec, Epoch:   10, Testing error: 2.78000%
Time:   19.26 sec, Epoch:   11, Testing error: 2.78000%
Time:   21.19 sec, Epoch:   12, Testing error: 2.75000%
Time:   23.11 sec, Epoch:   13, Testing error: 2.71000%
Time:   25.03 sec, Epoch:   14, Testing error: 2.70000%
Time:   26.97 sec, Epoch:   15, Testing error: 2.71000%
Time:   28.89 sec, Epoch:   16, Testing error: 2.69000%
Time:   30.82 sec, Epoch:   17, Testing error: 2.69000%
Time:   32.74 sec, Epoch:   18, Testing error: 2.64000%
Time:   34.67 sec, Epoch:   19, Testing error: 2.65000%
Time:   36.59 sec, Epoch:   20, Testing error: 2.68000%
Time:   38.51 sec, Epoch:   21, Testing error: 2.66000%
Time:   40.44 sec, Epoch:   22, Testing error: 2.63000%
Time:   42.36 sec, Epoch:   23, Testing error: 2.60000%
Time:   44.28 sec, Epoch:   24, Testing error: 2.58000%
Time:   46.21 sec, Epoch:   25, Testing error: 2.53000%
Time:   48.13 sec, Epoch:   26, Testing error: 2.57000%
Time:   50.05 sec, Epoch:   27, Testing error: 2.56000%
Time:   51.98 sec, Epoch:   28, Testing error: 2.51000%
Time:   53.90 sec, Epoch:   29, Testing error: 2.55000%
Time:   55.82 sec, Epoch:   30, Testing error: 2.55000%
Time:   57.75 sec, Epoch:   31, Testing error: 2.52000%
Time:   59.67 sec, Epoch:   32, Testing error: 2.55000%
Time:   61.60 sec, Epoch:   33, Testing error: 2.58000%
Time:   63.53 sec, Epoch:   34, Testing error: 2.58000%
