Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 4.48000%
Time:    4.26 sec, Epoch:    2, Testing error: 3.27000%
Time:    8.37 sec, Epoch:    3, Testing error: 2.71000%
Time:   12.46 sec, Epoch:    4, Testing error: 2.57000%
Time:   16.54 sec, Epoch:    5, Testing error: 2.28000%
Time:   20.63 sec, Epoch:    6, Testing error: 2.30000%
Time:   24.71 sec, Epoch:    7, Testing error: 2.09000%
Time:   28.79 sec, Epoch:    8, Testing error: 2.02000%
Time:   32.87 sec, Epoch:    9, Testing error: 1.85000%
Time:   36.94 sec, Epoch:   10, Testing error: 1.93000%
Time:   41.02 sec, Epoch:   11, Testing error: 1.79000%
Time:   45.10 sec, Epoch:   12, Testing error: 1.71000%
Time:   49.18 sec, Epoch:   13, Testing error: 1.70000%
Time:   53.25 sec, Epoch:   14, Testing error: 1.63000%
Time:   57.33 sec, Epoch:   15, Testing error: 1.60000%
Time:   61.41 sec, Epoch:   16, Testing error: 1.60000%
Time:   65.48 sec, Epoch:   17, Testing error: 1.55000%
Time:   69.56 sec, Epoch:   18, Testing error: 1.58000%
Time:   73.64 sec, Epoch:   19, Testing error: 1.60000%
Time:   77.72 sec, Epoch:   20, Testing error: 1.54000%
Time:   81.80 sec, Epoch:   21, Testing error: 1.68000%
Time:   85.88 sec, Epoch:   22, Testing error: 1.47000%
Time:   89.96 sec, Epoch:   23, Testing error: 1.51000%
Time:   94.04 sec, Epoch:   24, Testing error: 1.55000%
Time:   98.11 sec, Epoch:   25, Testing error: 1.50000%
Time:  102.19 sec, Epoch:   26, Testing error: 1.63000%
Time:  106.27 sec, Epoch:   27, Testing error: 1.50000%
Time:  110.35 sec, Epoch:   28, Testing error: 1.45000%
Time:  114.42 sec, Epoch:   29, Testing error: 1.58000%
Time:  118.50 sec, Epoch:   30, Testing error: 1.47000%
Time:  122.58 sec, Epoch:   31, Testing error: 1.41000%
Time:  126.65 sec, Epoch:   32, Testing error: 1.52000%
Time:  130.73 sec, Epoch:   33, Testing error: 1.38000%
Time:  134.81 sec, Epoch:   34, Testing error: 1.43000%
Time:  138.89 sec, Epoch:   35, Testing error: 1.46000%
Time:  142.98 sec, Epoch:   36, Testing error: 1.35000%
Time:  147.06 sec, Epoch:   37, Testing error: 1.30000%
Time:  151.14 sec, Epoch:   38, Testing error: 1.37000%
Time:  155.22 sec, Epoch:   39, Testing error: 1.32000%
Time:  159.30 sec, Epoch:   40, Testing error: 1.37000%
Time:  163.38 sec, Epoch:   41, Testing error: 1.31000%
Time:  167.46 sec, Epoch:   42, Testing error: 1.41000%
Time:  171.54 sec, Epoch:   43, Testing error: 1.31000%
Time:  175.62 sec, Epoch:   44, Testing error: 1.34000%
Time:  179.70 sec, Epoch:   45, Testing error: 1.40000%
Time:  183.80 sec, Epoch:   46, Testing error: 1.36000%
Time:  187.88 sec, Epoch:   47, Testing error: 1.31000%
Time:  191.96 sec, Epoch:   48, Testing error: 1.32000%
Time:  196.04 sec, Epoch:   49, Testing error: 1.36000%
Time:  200.12 sec, Epoch:   50, Testing error: 1.27000%
Time:  204.20 sec, Epoch:   51, Testing error: 1.27000%
Time:  208.28 sec, Epoch:   52, Testing error: 1.29000%
Time:  212.36 sec, Epoch:   53, Testing error: 1.22000%
Time:  216.43 sec, Epoch:   54, Testing error: 1.38000%
Time:  220.51 sec, Epoch:   55, Testing error: 1.29000%
Time:  224.59 sec, Epoch:   56, Testing error: 1.32000%
Time:  228.67 sec, Epoch:   57, Testing error: 1.42000%
Time:  232.76 sec, Epoch:   58, Testing error: 1.38000%
Time:  236.83 sec, Epoch:   59, Testing error: 1.25000%
Time:  240.91 sec, Epoch:   60, Testing error: 1.43000%
Time:  244.99 sec, Epoch:   61, Testing error: 1.34000%
Time:  249.07 sec, Epoch:   62, Testing error: 1.28000%
Time:  253.15 sec, Epoch:   63, Testing error: 1.36000%
Time:  257.24 sec, Epoch:   64, Testing error: 1.35000%
Time:  261.31 sec, Epoch:   65, Testing error: 1.33000%
Time:  265.39 sec, Epoch:   66, Testing error: 1.25000%
Time:  269.47 sec, Epoch:   67, Testing error: 1.40000%
Time:  273.56 sec, Epoch:   68, Testing error: 1.26000%
Time:  277.64 sec, Epoch:   69, Testing error: 1.25000%
Time:  281.71 sec, Epoch:   70, Testing error: 1.36000%
Time:  285.79 sec, Epoch:   71, Testing error: 1.29000%
Time:  289.88 sec, Epoch:   72, Testing error: 1.38000%
Time:  293.95 sec, Epoch:   73, Testing error: 1.22000%
Time:  298.03 sec, Epoch:   74, Testing error: 1.29000%
Time:  302.11 sec, Epoch:   75, Testing error: 1.30000%
Time:  306.19 sec, Epoch:   76, Testing error: 1.28000%
Time:  310.27 sec, Epoch:   77, Testing error: 1.28000%
Time:  314.35 sec, Epoch:   78, Testing error: 1.28000%
Time:  318.43 sec, Epoch:   79, Testing error: 1.30000%
Time:  322.51 sec, Epoch:   80, Testing error: 1.17000%
Time:  326.59 sec, Epoch:   81, Testing error: 1.21000%
Time:  330.66 sec, Epoch:   82, Testing error: 1.21000%
Time:  334.74 sec, Epoch:   83, Testing error: 1.29000%
Time:  338.82 sec, Epoch:   84, Testing error: 1.19000%
Time:  342.90 sec, Epoch:   85, Testing error: 1.23000%
Time:  346.98 sec, Epoch:   86, Testing error: 1.17000%
Time:  351.06 sec, Epoch:   87, Testing error: 1.26000%
Time:  355.14 sec, Epoch:   88, Testing error: 1.22000%
Time:  359.22 sec, Epoch:   89, Testing error: 1.31000%
Time:  363.30 sec, Epoch:   90, Testing error: 1.22000%
Time:  367.38 sec, Epoch:   91, Testing error: 1.31000%
Time:  371.46 sec, Epoch:   92, Testing error: 1.16000%
Time:  375.54 sec, Epoch:   93, Testing error: 1.24000%
Time:  379.62 sec, Epoch:   94, Testing error: 1.21000%
Time:  383.70 sec, Epoch:   95, Testing error: 1.22000%
Time:  387.78 sec, Epoch:   96, Testing error: 1.33000%
Time:  391.86 sec, Epoch:   97, Testing error: 1.23000%
Time:  395.94 sec, Epoch:   98, Testing error: 1.20000%
Time:  400.02 sec, Epoch:   99, Testing error: 1.25000%
Time:  404.10 sec, Epoch:  100, Testing error: 1.32000%
Time:  408.18 sec, Epoch:  101, Testing error: 1.30000%
Time:  412.26 sec, Epoch:  102, Testing error: 1.29000%
Time:  416.34 sec, Epoch:  103, Testing error: 1.27000%
Time:  420.42 sec, Epoch:  104, Testing error: 1.18000%
Time:  424.50 sec, Epoch:  105, Testing error: 1.24000%
Time:  428.58 sec, Epoch:  106, Testing error: 1.27000%
Time:  432.66 sec, Epoch:  107, Testing error: 1.18000%
Time:  436.73 sec, Epoch:  108, Testing error: 1.21000%
Time:  440.81 sec, Epoch:  109, Testing error: 1.25000%
Time:  444.90 sec, Epoch:  110, Testing error: 1.16000%
Time:  448.98 sec, Epoch:  111, Testing error: 1.25000%
Time:  453.06 sec, Epoch:  112, Testing error: 1.15000%
Time:  457.14 sec, Epoch:  113, Testing error: 1.17000%
Time:  461.22 sec, Epoch:  114, Testing error: 1.21000%
Time:  465.30 sec, Epoch:  115, Testing error: 1.13000%
Time:  469.37 sec, Epoch:  116, Testing error: 1.19000%
Time:  473.45 sec, Epoch:  117, Testing error: 1.17000%
Time:  477.53 sec, Epoch:  118, Testing error: 1.16000%
Time:  481.61 sec, Epoch:  119, Testing error: 1.25000%
Time:  485.69 sec, Epoch:  120, Testing error: 1.16000%
Time:  489.77 sec, Epoch:  121, Testing error: 1.12000%
Time:  493.85 sec, Epoch:  122, Testing error: 1.21000%
Time:  497.93 sec, Epoch:  123, Testing error: 1.22000%
Time:  502.01 sec, Epoch:  124, Testing error: 1.16000%
Time:  506.09 sec, Epoch:  125, Testing error: 1.24000%
Time:  510.17 sec, Epoch:  126, Testing error: 1.21000%
Time:  514.25 sec, Epoch:  127, Testing error: 1.22000%
Time:  518.33 sec, Epoch:  128, Testing error: 1.22000%
Time:  522.41 sec, Epoch:  129, Testing error: 1.22000%
Time:  526.49 sec, Epoch:  130, Testing error: 1.24000%
Time:  530.58 sec, Epoch:  131, Testing error: 1.24000%
Time:  534.68 sec, Epoch:  132, Testing error: 1.29000%
Time:  538.77 sec, Epoch:  133, Testing error: 1.34000%
Time:  542.85 sec, Epoch:  134, Testing error: 1.26000%
Time:  546.93 sec, Epoch:  135, Testing error: 1.30000%
Time:  551.01 sec, Epoch:  136, Testing error: 1.27000%
Time:  555.09 sec, Epoch:  137, Testing error: 1.25000%
Time:  559.17 sec, Epoch:  138, Testing error: 1.37000%
Time:  563.25 sec, Epoch:  139, Testing error: 1.20000%
Time:  567.33 sec, Epoch:  140, Testing error: 1.25000%
Time:  571.41 sec, Epoch:  141, Testing error: 1.24000%
Time:  575.49 sec, Epoch:  142, Testing error: 1.24000%
Time:  579.57 sec, Epoch:  143, Testing error: 1.28000%
Time:  583.65 sec, Epoch:  144, Testing error: 1.15000%
Time:  587.73 sec, Epoch:  145, Testing error: 1.16000%
Time:  591.81 sec, Epoch:  146, Testing error: 1.19000%
Time:  595.89 sec, Epoch:  147, Testing error: 1.32000%
Time:  599.97 sec, Epoch:  148, Testing error: 1.28000%
Time:  604.05 sec, Epoch:  149, Testing error: 1.24000%
Time:  608.13 sec, Epoch:  150, Testing error: 1.23000%
Time:  612.21 sec, Epoch:  151, Testing error: 1.14000%
Time:  616.29 sec, Epoch:  152, Testing error: 1.20000%
Time:  620.37 sec, Epoch:  153, Testing error: 1.25000%
Time:  624.45 sec, Epoch:  154, Testing error: 1.24000%
Time:  628.53 sec, Epoch:  155, Testing error: 1.27000%
Time:  632.61 sec, Epoch:  156, Testing error: 1.17000%
Time:  636.69 sec, Epoch:  157, Testing error: 1.20000%
Time:  640.78 sec, Epoch:  158, Testing error: 1.14000%
Time:  644.86 sec, Epoch:  159, Testing error: 1.29000%
Time:  648.94 sec, Epoch:  160, Testing error: 1.17000%
Time:  653.02 sec, Epoch:  161, Testing error: 1.18000%
Time:  657.10 sec, Epoch:  162, Testing error: 1.28000%
Time:  661.18 sec, Epoch:  163, Testing error: 1.19000%
Time:  665.26 sec, Epoch:  164, Testing error: 1.20000%
Time:  669.34 sec, Epoch:  165, Testing error: 1.20000%
Time:  673.42 sec, Epoch:  166, Testing error: 1.14000%
Time:  677.50 sec, Epoch:  167, Testing error: 1.15000%
Time:  681.58 sec, Epoch:  168, Testing error: 1.19000%
Time:  685.66 sec, Epoch:  169, Testing error: 1.19000%
